canonical_name,aliases,sector,entity_type,inclusion_reasons,profile_summary,total_donations_gel,first_donation_date,last_donation_date,donation_count,donation_details,beneficial_owner,beneficial_owner_english,ownership_chain,registry_id,registry_official_name,registry_status,registry_address,has_allegations,allegation_count,allegation_types,allegation_details,allegation_sources,state_procurement_gel,state_contracts_count,state_benefit_details,website,sanctions,nazk_war_sponsor,registry_verified,sources
Design - Consulting Company Biti,DESIGN CONSULTING COMPANY BITI; SAPROEKTO SAKONSULTATSIO KOMPANIA BITI; ᲡᲐᲞᲠᲝᲔᲥᲢᲝ ᲡᲐᲙᲝᲜᲡᲣᲚᲢᲐᲪᲘᲝ ᲙᲝᲛᲞᲐᲜᲘᲐ ᲑᲘᲗᲘ,Legal & Professional Services,Company,"SERVICE_PROVIDER, DONOR",Design - Consulting Company Biti provides professional services to the Georgian Dream government or Ivanishvili's business interests. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,30000.0,2017-09-05,2017-09-05,1,"2017-09-05: 30,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_56,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Tbilghvino,TBILGHVINO; ᲗᲑᲘᲚᲦᲕᲘᲜᲝ,Agriculture & Wine,Company,DONOR,Tbilghvino is a agriculture & wine company that donated 30K GEL to Georgian Dream to date. No documented allegations of misconduct; included for transparency in political finance mapping.,30000.0,2017-10-09,2017-10-09,1,"2017-10-09: 30,000 GEL",,,,ge-coreg-ac214a58aa6f5f7d3078d9604df78c226325cd0b,სს თბილღვინო,რეგისტრირებულია,"საქართველო, თბილისი, გლდანის რაიონი, სარაჯიშვილის გამზირი, N2",No,0,,,,,,,https://tbilvino.ge/,,,Yes,DONATIONWATCH
Aisi,AISI; ᲐᲘᲡᲘ,Other,Company,DONOR,Aisi is a other company that donated 30K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,30000.0,2021-09-06,2021-09-06,1,"2021-09-06: 30,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_57,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,https://kiu.edu.ge/,,,Yes,DONATIONWATCH
GTM Group,GTM GROUP; JI TI EM GRUP; ᲯᲘ ᲗᲘ ᲔᲛ ᲒᲠᲣᲞ,Construction,Company,DONOR,GTM Group is a construction company that donated 30K GEL to Georgian Dream to date. No documented allegations of misconduct; included for transparency in political finance mapping.,30000.0,2021-09-14,2021-09-14,1,"2021-09-14: 30,000 GEL",,,,,,,,No,0,,,,,,,,,,No,DONATIONWATCH
Shara-Gzamsheni First,SHARAGZAMSHENI FIRST; SHARAGZAMSHENI PIRVELI; ᲨᲐᲠᲐᲒᲖᲐᲛᲨᲔᲜᲘ ᲞᲘᲠᲕᲔᲚᲘ,Construction,Company,DONOR,Shara-Gzamsheni First is a construction company that donated 25K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,25000.0,2017-10-03,2021-08-30,2,"2017-10-03: 20,000 GEL | 2021-08-30: 5,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_58,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Bakhmaro,BAKHMARO; ᲑᲐᲮᲛᲐᲠᲝ,Trading & Distribution,Company,DONOR,Bakhmaro is a trading & distribution company that donated 25K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,25000.0,2017-10-12,2017-10-12,1,"2017-10-12: 25,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_59,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
ZD Oil Company,ZD OIL COMPANY; ZD NAVTOBIS KOMPANIA; ᲖᲓ ᲜᲐᲕᲗᲝᲑᲘᲡ ᲙᲝᲛᲞᲐᲜᲘᲐ,Energy & Mining,Company,DONOR,ZD Oil Company is a energy & mining company that donated 25K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,25000.0,2019-05-13,2019-05-13,1,"2019-05-13: 25,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_60,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Luka-2017,LUKA2017; ᲚᲣᲙᲐ2017,Trading & Distribution,Company,DONOR,Luka-2017 is a trading & distribution company that donated 22K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,22000.0,2017-10-24,2017-10-24,1,"2017-10-24: 22,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_61,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Inveko,INVEKO; ᲘᲜᲕᲔᲙᲝ,Construction,Company,DONOR,Inveko is a construction company that donated 20K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,20000.0,2016-09-15,2016-09-15,1,"2016-09-15: 20,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_62,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Platinum Georgia,PLATINUM GEORGIA; PLATINUM JORJIA; ᲞᲚᲐᲢᲘᲜᲣᲛ ᲯᲝᲠᲯᲘᲐ,Trading & Distribution,Company,DONOR,Platinum Georgia is a trading & distribution company that donated 20K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,20000.0,2016-09-28,2016-09-28,1,"2016-09-28: 20,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_63,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Shara,SHARA; ᲨᲐᲠᲐ,Transport & Logistics,Company,DONOR,Shara is a transport & logistics company that donated 20K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,20000.0,2017-08-10,2017-08-10,1,"2017-08-10: 20,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_64,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Davit Tatishvili Medical Center,DAVIT TATISHVILI MEDICAL CENTER; DAVIT TATISHVILIS SAMEDITSINO TSENTRI; ᲓᲐᲕᲘᲗ ᲢᲐᲢᲘᲨᲕᲘᲚᲘᲡ ᲡᲐᲛᲔᲓᲘᲪᲘᲜᲝ ᲪᲔᲜᲢᲠᲘ,Healthcare,Company,DONOR,Davit Tatishvili Medical Center is a healthcare company that donated 20K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,20000.0,2017-10-19,2017-10-19,1,"2017-10-19: 20,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_65,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,https://tatishvili.ge,,,Yes,DONATIONWATCH
JLS Logistic,JLS LOGISTIC; JLS LOJISTIK; ᲯᲚᲡ ᲚᲝᲯᲘᲡᲢᲘᲙ,Transport & Logistics,Company,DONOR,JLS Logistic is a transport & logistics company that donated 20K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,20000.0,2020-09-21,2020-09-21,1,"2020-09-21: 20,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_66,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Ibolia,IBOLIA; ᲘᲑᲝᲚᲘᲐ,Trading & Distribution,Company,DONOR,Ibolia is a trading & distribution company that donated 20K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,20000.0,2021-08-26,2021-08-26,1,"2021-08-26: 20,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_67,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Tride,TRIDE; ᲢᲠᲘᲓᲔ,Trading & Distribution,Company,DONOR,Tride is a trading & distribution company that donated 20K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,20000.0,2021-09-02,2021-09-02,1,"2021-09-02: 20,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_68,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Gen,GEN; ᲒᲔᲜ,Trading & Distribution,Company,DONOR,Gen is a trading & distribution company that donated 16K GEL to Georgian Dream to date. No documented allegations of misconduct; included for transparency in political finance mapping.,16000.0,2021-08-20,2021-08-20,1,"2021-08-20: 16,000 GEL",,,,,,,,No,0,,,,,,,,,,No,DONATIONWATCH
T and R Distribution,T AND R DISTRIBUTION; T DA R DISTRIBUSHEN; Თ ᲓᲐ Რ ᲓᲘᲡᲢᲠᲘᲑᲣᲨᲔᲜ,Trading & Distribution,Company,DONOR,T and R Distribution is a trading & distribution company that donated 15K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,15000.0,2016-08-29,2016-08-29,1,"2016-08-29: 15,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_69,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Corporation Kindzmarauli,CORPORATION KINDZMARAULI; KORPORATSIA KINDZMARAULI; ᲙᲝᲠᲞᲝᲠᲐᲪᲘᲐ ᲥᲘᲜᲫᲛᲐᲠᲐᲣᲚᲘ,Agriculture & Wine,Company,DONOR,Corporation Kindzmarauli is a agriculture & wine company that donated 15K GEL to Georgian Dream to date. The beneficial owner is Khatuna Mosulishvili. No documented allegations of misconduct; included for transparency in political finance mapping.,15000.0,2017-09-07,2017-09-07,1,"2017-09-07: 15,000 GEL",Khatuna Mosulishvili (ხათუნა მოსულიშვილი),Khatuna Mosulishvili,,ge-coreg-0957d328fddb66ece502f79530e3d34199165e63,შპს შატო ქინძმარაული,რეგისტრირებულია,"საქართველო, ყვარლის რაიონი, ს. გავაზი",No,0,,,,,,,https://kindzmarauli.ge,,,Yes,DONATIONWATCH
Builder,BUILDER; MSHENEBELI; ᲛᲨᲔᲜᲔᲑᲔᲚᲘ,Construction,Company,DONOR,Builder is a construction company that donated 15K GEL to Georgian Dream to date. No documented allegations of misconduct; included for transparency in political finance mapping.,15000.0,2021-08-02,2021-08-02,1,"2021-08-02: 15,000 GEL",,,,,,,,No,0,,,,,,,,,,Yes,DONATIONWATCH; GE_COMPANY_REGISTRY
Mshen - 2008,MSHEN 2008; ᲛᲨᲔᲜ 2008,Construction,Company,DONOR,Mshen - 2008 is a construction company that donated 15K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,15000.0,2021-08-02,2021-08-02,1,"2021-08-02: 15,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_70,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
